,u,v,edge_type,count
565,Worry_4,MistrustB_3,u->v,0
566,Worry_4,MistrustB_3,v->u,1
567,Worry_4,MistrustB_3,undirected,0
568,Worry_4,MistrustB_3,none,153
569,Worry_4,MistrustB_3,unknown,0
570,Worry_4,MistrustB_4,u->v,1
571,Worry_4,MistrustB_4,v->u,4
572,Worry_4,MistrustB_4,undirected,0
573,Worry_4,MistrustB_4,none,149
574,Worry_4,MistrustB_4,unknown,0
575,Worry_4,MistrustB_5,u->v,1
576,Worry_4,MistrustB_5,v->u,3
577,Worry_4,MistrustB_5,undirected,0
578,Worry_4,MistrustB_5,none,150
579,Worry_4,MistrustB_5,unknown,0
580,Worry_4,MistrustB_6,u->v,1
581,Worry_4,MistrustB_6,v->u,2
582,Worry_4,MistrustB_6,undirected,0
583,Worry_4,MistrustB_6,none,151
584,Worry_4,MistrustB_6,unknown,0
585,Worry_4,MistrustB_7,u->v,1
586,Worry_4,MistrustB_7,v->u,0
587,Worry_4,MistrustB_7,undirected,0
588,Worry_4,MistrustB_7,none,153
589,Worry_4,MistrustB_7,unknown,0
590,Worry_4,MistrustB_8,u->v,1
591,Worry_4,MistrustB_8,v->u,3
592,Worry_4,MistrustB_8,undirected,0
593,Worry_4,MistrustB_8,none,150
594,Worry_4,MistrustB_8,unknown,0
595,Worry_4,MistrustB_9,u->v,1
596,Worry_4,MistrustB_9,v->u,7
597,Worry_4,MistrustB_9,undirected,0
598,Worry_4,MistrustB_9,none,146
599,Worry_4,MistrustB_9,unknown,0
600,Worry_4,MistrustB_10,u->v,1
601,Worry_4,MistrustB_10,v->u,0
602,Worry_4,MistrustB_10,undirected,0
603,Worry_4,MistrustB_10,none,153
604,Worry_4,MistrustB_10,unknown,0
605,Worry_4,Sleep_1,u->v,0
606,Worry_4,Sleep_1,v->u,1
607,Worry_4,Sleep_1,undirected,0
608,Worry_4,Sleep_1,none,153
609,Worry_4,Sleep_1,unknown,0
610,Worry_4,Sleep_2,u->v,0
611,Worry_4,Sleep_2,v->u,0
612,Worry_4,Sleep_2,undirected,0
613,Worry_4,Sleep_2,none,154
614,Worry_4,Sleep_2,unknown,0
615,Worry_4,Sleep_3,u->v,0
616,Worry_4,Sleep_3,v->u,0
617,Worry_4,Sleep_3,undirected,0
618,Worry_4,Sleep_3,none,154
619,Worry_4,Sleep_3,unknown,0
620,Worry_4,Sleep_4,u->v,0
621,Worry_4,Sleep_4,v->u,1
622,Worry_4,Sleep_4,undirected,0
623,Worry_4,Sleep_4,none,153
624,Worry_4,Sleep_4,unknown,0
625,Worry_4,Sleep_5,u->v,0
626,Worry_4,Sleep_5,v->u,1
627,Worry_4,Sleep_5,undirected,0
628,Worry_4,Sleep_5,none,153
629,Worry_4,Sleep_5,unknown,0
630,Worry_4,Sleep_6,u->v,0
631,Worry_4,Sleep_6,v->u,2
632,Worry_4,Sleep_6,undirected,0
633,Worry_4,Sleep_6,none,152
634,Worry_4,Sleep_6,unknown,0
635,Worry_4,Sleep_7,u->v,0
636,Worry_4,Sleep_7,v->u,1
637,Worry_4,Sleep_7,undirected,0
638,Worry_4,Sleep_7,none,153
639,Worry_4,Sleep_7,unknown,0
640,Worry_4,L1,u->v,0
641,Worry_4,L1,v->u,17
642,Worry_4,L1,undirected,1
643,Worry_4,L1,none,136
644,Worry_4,L1,unknown,0
645,Worry_4,L2,u->v,0
646,Worry_4,L2,v->u,14
647,Worry_4,L2,undirected,0
648,Worry_4,L2,none,140
649,Worry_4,L2,unknown,0
650,Worry_4,L3,u->v,0
651,Worry_4,L3,v->u,64
652,Worry_4,L3,undirected,0
653,Worry_4,L3,none,90
654,Worry_4,L3,unknown,0
655,Worry_4,L4,u->v,0
656,Worry_4,L4,v->u,14
657,Worry_4,L4,undirected,0
658,Worry_4,L4,none,140
659,Worry_4,L4,unknown,0
660,Worry_4,L5,u->v,0
661,Worry_4,L5,v->u,10
662,Worry_4,L5,undirected,0
663,Worry_4,L5,none,144
664,Worry_4,L5,unknown,0
665,Worry_4,L6,u->v,0
666,Worry_4,L6,v->u,18
667,Worry_4,L6,undirected,0
668,Worry_4,L6,none,136
669,Worry_4,L6,unknown,0
670,Worry_4,L7,u->v,0
671,Worry_4,L7,v->u,19
672,Worry_4,L7,undirected,0
673,Worry_4,L7,none,135
674,Worry_4,L7,unknown,0
675,Worry_4,L8,u->v,0
676,Worry_4,L8,v->u,16
677,Worry_4,L8,undirected,0
678,Worry_4,L8,none,138
679,Worry_4,L8,unknown,0
680,Worry_4,L9,u->v,0
681,Worry_4,L9,v->u,9
682,Worry_4,L9,undirected,0
683,Worry_4,L9,none,145
684,Worry_4,L9,unknown,0
685,Worry_4,L10,u->v,0
686,Worry_4,L10,v->u,5
687,Worry_4,L10,undirected,0
688,Worry_4,L10,none,149
689,Worry_4,L10,unknown,0
690,Worry_5,Worry_6,u->v,2
691,Worry_5,Worry_6,v->u,17
692,Worry_5,Worry_6,undirected,3
693,Worry_5,Worry_6,none,132
694,Worry_5,Worry_6,unknown,0
695,Worry_5,Worry_7,u->v,2
696,Worry_5,Worry_7,v->u,40
697,Worry_5,Worry_7,undirected,2
698,Worry_5,Worry_7,none,110
699,Worry_5,Worry_7,unknown,0
700,Worry_5,Worry_8,u->v,0
701,Worry_5,Worry_8,v->u,4
702,Worry_5,Worry_8,undirected,0
703,Worry_5,Worry_8,none,150
704,Worry_5,Worry_8,unknown,0
705,Worry_5,Worry_9,u->v,0
706,Worry_5,Worry_9,v->u,10
707,Worry_5,Worry_9,undirected,0
708,Worry_5,Worry_9,none,144
709,Worry_5,Worry_9,unknown,0
710,Worry_5,Worry_10,u->v,4
711,Worry_5,Worry_10,v->u,17
712,Worry_5,Worry_10,undirected,2
713,Worry_5,Worry_10,none,131
714,Worry_5,Worry_10,unknown,0
715,Worry_5,MistrustB_1,u->v,5
716,Worry_5,MistrustB_1,v->u,0
717,Worry_5,MistrustB_1,undirected,0
718,Worry_5,MistrustB_1,none,149
719,Worry_5,MistrustB_1,unknown,0
720,Worry_5,MistrustB_2,u->v,4
721,Worry_5,MistrustB_2,v->u,2
722,Worry_5,MistrustB_2,undirected,1
723,Worry_5,MistrustB_2,none,147
724,Worry_5,MistrustB_2,unknown,0
725,Worry_5,MistrustB_3,u->v,4
726,Worry_5,MistrustB_3,v->u,0
727,Worry_5,MistrustB_3,undirected,1
728,Worry_5,MistrustB_3,none,149
729,Worry_5,MistrustB_3,unknown,0
730,Worry_5,MistrustB_4,u->v,6
731,Worry_5,MistrustB_4,v->u,2
732,Worry_5,MistrustB_4,undirected,0
733,Worry_5,MistrustB_4,none,146
734,Worry_5,MistrustB_4,unknown,0
735,Worry_5,MistrustB_5,u->v,6
736,Worry_5,MistrustB_5,v->u,3
737,Worry_5,MistrustB_5,undirected,1
738,Worry_5,MistrustB_5,none,144
739,Worry_5,MistrustB_5,unknown,0
740,Worry_5,MistrustB_6,u->v,9
741,Worry_5,MistrustB_6,v->u,1
742,Worry_5,MistrustB_6,undirected,2
743,Worry_5,MistrustB_6,none,142
744,Worry_5,MistrustB_6,unknown,0
745,Worry_5,MistrustB_7,u->v,9
746,Worry_5,MistrustB_7,v->u,1
747,Worry_5,MistrustB_7,undirected,0
748,Worry_5,MistrustB_7,none,144
749,Worry_5,MistrustB_7,unknown,0
750,Worry_5,MistrustB_8,u->v,8
751,Worry_5,MistrustB_8,v->u,2
752,Worry_5,MistrustB_8,undirected,1
753,Worry_5,MistrustB_8,none,143
754,Worry_5,MistrustB_8,unknown,0
755,Worry_5,MistrustB_9,u->v,5
756,Worry_5,MistrustB_9,v->u,4
757,Worry_5,MistrustB_9,undirected,1
758,Worry_5,MistrustB_9,none,144
759,Worry_5,MistrustB_9,unknown,0
760,Worry_5,MistrustB_10,u->v,3
761,Worry_5,MistrustB_10,v->u,0
762,Worry_5,MistrustB_10,undirected,1
763,Worry_5,MistrustB_10,none,150
764,Worry_5,MistrustB_10,unknown,0
765,Worry_5,Sleep_1,u->v,4
766,Worry_5,Sleep_1,v->u,1
767,Worry_5,Sleep_1,undirected,0
768,Worry_5,Sleep_1,none,149
769,Worry_5,Sleep_1,unknown,0
770,Worry_5,Sleep_2,u->v,4
771,Worry_5,Sleep_2,v->u,5
772,Worry_5,Sleep_2,undirected,0
773,Worry_5,Sleep_2,none,145
774,Worry_5,Sleep_2,unknown,0
775,Worry_5,Sleep_3,u->v,4
776,Worry_5,Sleep_3,v->u,1
777,Worry_5,Sleep_3,undirected,0
778,Worry_5,Sleep_3,none,149
779,Worry_5,Sleep_3,unknown,0
780,Worry_5,Sleep_4,u->v,0
781,Worry_5,Sleep_4,v->u,1
782,Worry_5,Sleep_4,undirected,0
783,Worry_5,Sleep_4,none,153
784,Worry_5,Sleep_4,unknown,0
785,Worry_5,Sleep_5,u->v,1
786,Worry_5,Sleep_5,v->u,3
787,Worry_5,Sleep_5,undirected,0
788,Worry_5,Sleep_5,none,150
789,Worry_5,Sleep_5,unknown,0
790,Worry_5,Sleep_6,u->v,1
791,Worry_5,Sleep_6,v->u,4
792,Worry_5,Sleep_6,undirected,0
793,Worry_5,Sleep_6,none,149
794,Worry_5,Sleep_6,unknown,0
795,Worry_5,Sleep_7,u->v,3
796,Worry_5,Sleep_7,v->u,2
797,Worry_5,Sleep_7,undirected,0
798,Worry_5,Sleep_7,none,149
799,Worry_5,Sleep_7,unknown,0
800,Worry_5,L1,u->v,1
801,Worry_5,L1,v->u,29
802,Worry_5,L1,undirected,3
803,Worry_5,L1,none,121
804,Worry_5,L1,unknown,0
805,Worry_5,L2,u->v,4
806,Worry_5,L2,v->u,16
807,Worry_5,L2,undirected,1
808,Worry_5,L2,none,133
809,Worry_5,L2,unknown,0
810,Worry_5,L3,u->v,1
811,Worry_5,L3,v->u,40
812,Worry_5,L3,undirected,0
813,Worry_5,L3,none,113
814,Worry_5,L3,unknown,0
815,Worry_5,L4,u->v,0
816,Worry_5,L4,v->u,13
817,Worry_5,L4,undirected,0
818,Worry_5,L4,none,141
819,Worry_5,L4,unknown,0
820,Worry_5,L5,u->v,2
821,Worry_5,L5,v->u,36
822,Worry_5,L5,undirected,0
823,Worry_5,L5,none,116
824,Worry_5,L5,unknown,0
825,Worry_5,L6,u->v,1
826,Worry_5,L6,v->u,19
827,Worry_5,L6,undirected,1
828,Worry_5,L6,none,133
829,Worry_5,L6,unknown,0
830,Worry_5,L7,u->v,2
831,Worry_5,L7,v->u,15
832,Worry_5,L7,undirected,1
833,Worry_5,L7,none,136
834,Worry_5,L7,unknown,0
835,Worry_5,L8,u->v,3
836,Worry_5,L8,v->u,10
837,Worry_5,L8,undirected,1
838,Worry_5,L8,none,140
839,Worry_5,L8,unknown,0
840,Worry_5,L9,u->v,1
841,Worry_5,L9,v->u,9
842,Worry_5,L9,undirected,0
843,Worry_5,L9,none,144
844,Worry_5,L9,unknown,0
845,Worry_5,L10,u->v,4
846,Worry_5,L10,v->u,9
847,Worry_5,L10,undirected,0
848,Worry_5,L10,none,141
849,Worry_5,L10,unknown,0
850,Worry_6,Worry_7,u->v,23
851,Worry_6,Worry_7,v->u,19
852,Worry_6,Worry_7,undirected,11
853,Worry_6,Worry_7,none,101
854,Worry_6,Worry_7,unknown,0
855,Worry_6,Worry_8,u->v,2
856,Worry_6,Worry_8,v->u,4
857,Worry_6,Worry_8,undirected,1
858,Worry_6,Worry_8,none,147
859,Worry_6,Worry_8,unknown,0
860,Worry_6,Worry_9,u->v,2
861,Worry_6,Worry_9,v->u,4
862,Worry_6,Worry_9,undirected,1
863,Worry_6,Worry_9,none,147
864,Worry_6,Worry_9,unknown,0
865,Worry_6,Worry_10,u->v,26
866,Worry_6,Worry_10,v->u,8
867,Worry_6,Worry_10,undirected,4
868,Worry_6,Worry_10,none,116
869,Worry_6,Worry_10,unknown,0
870,Worry_6,MistrustB_1,u->v,8
871,Worry_6,MistrustB_1,v->u,0
872,Worry_6,MistrustB_1,undirected,0
873,Worry_6,MistrustB_1,none,146
874,Worry_6,MistrustB_1,unknown,0
875,Worry_6,MistrustB_2,u->v,8
876,Worry_6,MistrustB_2,v->u,5
877,Worry_6,MistrustB_2,undirected,2
878,Worry_6,MistrustB_2,none,139
879,Worry_6,MistrustB_2,unknown,0
880,Worry_6,MistrustB_3,u->v,11
881,Worry_6,MistrustB_3,v->u,0
882,Worry_6,MistrustB_3,undirected,2
883,Worry_6,MistrustB_3,none,141
884,Worry_6,MistrustB_3,unknown,0
885,Worry_6,MistrustB_4,u->v,11
886,Worry_6,MistrustB_4,v->u,1
887,Worry_6,MistrustB_4,undirected,0
888,Worry_6,MistrustB_4,none,142
889,Worry_6,MistrustB_4,unknown,0
890,Worry_6,MistrustB_5,u->v,10
891,Worry_6,MistrustB_5,v->u,2
892,Worry_6,MistrustB_5,undirected,2
893,Worry_6,MistrustB_5,none,140
894,Worry_6,MistrustB_5,unknown,0
895,Worry_6,MistrustB_6,u->v,7
896,Worry_6,MistrustB_6,v->u,2
897,Worry_6,MistrustB_6,undirected,1
898,Worry_6,MistrustB_6,none,144
899,Worry_6,MistrustB_6,unknown,0
900,Worry_6,MistrustB_7,u->v,9
901,Worry_6,MistrustB_7,v->u,1
902,Worry_6,MistrustB_7,undirected,2
903,Worry_6,MistrustB_7,none,142
904,Worry_6,MistrustB_7,unknown,0
905,Worry_6,MistrustB_8,u->v,10
906,Worry_6,MistrustB_8,v->u,3
907,Worry_6,MistrustB_8,undirected,2
908,Worry_6,MistrustB_8,none,139
909,Worry_6,MistrustB_8,unknown,0
910,Worry_6,MistrustB_9,u->v,12
911,Worry_6,MistrustB_9,v->u,8
912,Worry_6,MistrustB_9,undirected,3
913,Worry_6,MistrustB_9,none,131
914,Worry_6,MistrustB_9,unknown,0
915,Worry_6,MistrustB_10,u->v,7
916,Worry_6,MistrustB_10,v->u,3
917,Worry_6,MistrustB_10,undirected,1
918,Worry_6,MistrustB_10,none,143
919,Worry_6,MistrustB_10,unknown,0
920,Worry_6,Sleep_1,u->v,37
921,Worry_6,Sleep_1,v->u,2
922,Worry_6,Sleep_1,undirected,1
923,Worry_6,Sleep_1,none,114
924,Worry_6,Sleep_1,unknown,0
925,Worry_6,Sleep_2,u->v,33
926,Worry_6,Sleep_2,v->u,3
927,Worry_6,Sleep_2,undirected,5
928,Worry_6,Sleep_2,none,113
929,Worry_6,Sleep_2,unknown,0
930,Worry_6,Sleep_3,u->v,38
931,Worry_6,Sleep_3,v->u,11
932,Worry_6,Sleep_3,undirected,1
933,Worry_6,Sleep_3,none,104
934,Worry_6,Sleep_3,unknown,0
935,Worry_6,Sleep_4,u->v,19
936,Worry_6,Sleep_4,v->u,7
937,Worry_6,Sleep_4,undirected,2
938,Worry_6,Sleep_4,none,126
939,Worry_6,Sleep_4,unknown,0
940,Worry_6,Sleep_5,u->v,18
941,Worry_6,Sleep_5,v->u,2
942,Worry_6,Sleep_5,undirected,2
943,Worry_6,Sleep_5,none,132
944,Worry_6,Sleep_5,unknown,0
945,Worry_6,Sleep_6,u->v,19
946,Worry_6,Sleep_6,v->u,2
947,Worry_6,Sleep_6,undirected,2
948,Worry_6,Sleep_6,none,131
949,Worry_6,Sleep_6,unknown,0
950,Worry_6,Sleep_7,u->v,26
951,Worry_6,Sleep_7,v->u,2
952,Worry_6,Sleep_7,undirected,3
953,Worry_6,Sleep_7,none,123
954,Worry_6,Sleep_7,unknown,0
955,Worry_6,L1,u->v,5
956,Worry_6,L1,v->u,42
957,Worry_6,L1,undirected,6
958,Worry_6,L1,none,101
959,Worry_6,L1,unknown,0
960,Worry_6,L2,u->v,7
961,Worry_6,L2,v->u,26
962,Worry_6,L2,undirected,4
963,Worry_6,L2,none,117
964,Worry_6,L2,unknown,0
965,Worry_6,L3,u->v,7
966,Worry_6,L3,v->u,30
967,Worry_6,L3,undirected,3
968,Worry_6,L3,none,114
969,Worry_6,L3,unknown,0
970,Worry_6,L4,u->v,1
971,Worry_6,L4,v->u,9
972,Worry_6,L4,undirected,4
973,Worry_6,L4,none,140
974,Worry_6,L4,unknown,0
975,Worry_6,L5,u->v,13
976,Worry_6,L5,v->u,9
977,Worry_6,L5,undirected,4
978,Worry_6,L5,none,128
979,Worry_6,L5,unknown,0
980,Worry_6,L6,u->v,2
981,Worry_6,L6,v->u,21
982,Worry_6,L6,undirected,2
983,Worry_6,L6,none,129
984,Worry_6,L6,unknown,0
985,Worry_6,L7,u->v,4
986,Worry_6,L7,v->u,21
987,Worry_6,L7,undirected,1
988,Worry_6,L7,none,128
989,Worry_6,L7,unknown,0
990,Worry_6,L8,u->v,5
991,Worry_6,L8,v->u,3
992,Worry_6,L8,undirected,1
993,Worry_6,L8,none,145
994,Worry_6,L8,unknown,0
995,Worry_6,L9,u->v,2
996,Worry_6,L9,v->u,13
997,Worry_6,L9,undirected,3
998,Worry_6,L9,none,136
999,Worry_6,L9,unknown,0
1000,Worry_6,L10,u->v,7
1001,Worry_6,L10,v->u,19
1002,Worry_6,L10,undirected,7
1003,Worry_6,L10,none,121
1004,Worry_6,L10,unknown,0
1005,Worry_7,Worry_8,u->v,121
1006,Worry_7,Worry_8,v->u,2
1007,Worry_7,Worry_8,undirected,0
1008,Worry_7,Worry_8,none,31
1009,Worry_7,Worry_8,unknown,0
1010,Worry_7,Worry_9,u->v,120
1011,Worry_7,Worry_9,v->u,6
1012,Worry_7,Worry_9,undirected,2
1013,Worry_7,Worry_9,none,26
1014,Worry_7,Worry_9,unknown,0
1015,Worry_7,Worry_10,u->v,39
1016,Worry_7,Worry_10,v->u,13
1017,Worry_7,Worry_10,undirected,2
1018,Worry_7,Worry_10,none,100
1019,Worry_7,Worry_10,unknown,0
1020,Worry_7,MistrustB_1,u->v,8
1021,Worry_7,MistrustB_1,v->u,1
1022,Worry_7,MistrustB_1,undirected,2
1023,Worry_7,MistrustB_1,none,143
1024,Worry_7,MistrustB_1,unknown,0
1025,Worry_7,MistrustB_2,u->v,10
1026,Worry_7,MistrustB_2,v->u,1
1027,Worry_7,MistrustB_2,undirected,1
1028,Worry_7,MistrustB_2,none,142
1029,Worry_7,MistrustB_2,unknown,0
1030,Worry_7,MistrustB_3,u->v,13
1031,Worry_7,MistrustB_3,v->u,1
1032,Worry_7,MistrustB_3,undirected,6
1033,Worry_7,MistrustB_3,none,134
1034,Worry_7,MistrustB_3,unknown,0
1035,Worry_7,MistrustB_4,u->v,9
1036,Worry_7,MistrustB_4,v->u,1
1037,Worry_7,MistrustB_4,undirected,0
1038,Worry_7,MistrustB_4,none,144
1039,Worry_7,MistrustB_4,unknown,0
1040,Worry_7,MistrustB_5,u->v,11
1041,Worry_7,MistrustB_5,v->u,4
1042,Worry_7,MistrustB_5,undirected,3
1043,Worry_7,MistrustB_5,none,136
1044,Worry_7,MistrustB_5,unknown,0
1045,Worry_7,MistrustB_6,u->v,7
1046,Worry_7,MistrustB_6,v->u,2
1047,Worry_7,MistrustB_6,undirected,1
1048,Worry_7,MistrustB_6,none,144
1049,Worry_7,MistrustB_6,unknown,0
1050,Worry_7,MistrustB_7,u->v,6
1051,Worry_7,MistrustB_7,v->u,0
1052,Worry_7,MistrustB_7,undirected,2
1053,Worry_7,MistrustB_7,none,146
1054,Worry_7,MistrustB_7,unknown,0
1055,Worry_7,MistrustB_8,u->v,12
1056,Worry_7,MistrustB_8,v->u,3
1057,Worry_7,MistrustB_8,undirected,0
1058,Worry_7,MistrustB_8,none,139
1059,Worry_7,MistrustB_8,unknown,0
1060,Worry_7,MistrustB_9,u->v,9
1061,Worry_7,MistrustB_9,v->u,9
1062,Worry_7,MistrustB_9,undirected,2
1063,Worry_7,MistrustB_9,none,134
1064,Worry_7,MistrustB_9,unknown,0
1065,Worry_7,MistrustB_10,u->v,10
1066,Worry_7,MistrustB_10,v->u,0
1067,Worry_7,MistrustB_10,undirected,0
1068,Worry_7,MistrustB_10,none,144
1069,Worry_7,MistrustB_10,unknown,0
1070,Worry_7,Sleep_1,u->v,16
1071,Worry_7,Sleep_1,v->u,1
1072,Worry_7,Sleep_1,undirected,0
1073,Worry_7,Sleep_1,none,137
1074,Worry_7,Sleep_1,unknown,0
1075,Worry_7,Sleep_2,u->v,16
1076,Worry_7,Sleep_2,v->u,1
1077,Worry_7,Sleep_2,undirected,1
1078,Worry_7,Sleep_2,none,136
1079,Worry_7,Sleep_2,unknown,0
1080,Worry_7,Sleep_3,u->v,27
1081,Worry_7,Sleep_3,v->u,7
1082,Worry_7,Sleep_3,undirected,1
1083,Worry_7,Sleep_3,none,119
1084,Worry_7,Sleep_3,unknown,0
1085,Worry_7,Sleep_4,u->v,38
1086,Worry_7,Sleep_4,v->u,1
1087,Worry_7,Sleep_4,undirected,4
1088,Worry_7,Sleep_4,none,111
1089,Worry_7,Sleep_4,unknown,0
1090,Worry_7,Sleep_5,u->v,34
1091,Worry_7,Sleep_5,v->u,2
1092,Worry_7,Sleep_5,undirected,4
1093,Worry_7,Sleep_5,none,114
1094,Worry_7,Sleep_5,unknown,0
1095,Worry_7,Sleep_6,u->v,34
1096,Worry_7,Sleep_6,v->u,2
1097,Worry_7,Sleep_6,undirected,1
1098,Worry_7,Sleep_6,none,117
1099,Worry_7,Sleep_6,unknown,0
1100,Worry_7,Sleep_7,u->v,13
1101,Worry_7,Sleep_7,v->u,5
1102,Worry_7,Sleep_7,undirected,0
1103,Worry_7,Sleep_7,none,136
1104,Worry_7,Sleep_7,unknown,0
1105,Worry_7,L1,u->v,5
1106,Worry_7,L1,v->u,60
1107,Worry_7,L1,undirected,2
1108,Worry_7,L1,none,87
1109,Worry_7,L1,unknown,0
1110,Worry_7,L2,u->v,4
1111,Worry_7,L2,v->u,15
1112,Worry_7,L2,undirected,0
1113,Worry_7,L2,none,135
1114,Worry_7,L2,unknown,0
1115,Worry_7,L3,u->v,8
1116,Worry_7,L3,v->u,39
1117,Worry_7,L3,undirected,0
1118,Worry_7,L3,none,107
1119,Worry_7,L3,unknown,0
1120,Worry_7,L4,u->v,0
